,LOCALITA,DATA,TMEDIA Â°C,TMIN Â°C,TMAX Â°C,PUNTORUGIADA Â°C,UMIDITA %,VISIBILITA km,VENTOMEDIA km/h,VENTOMAX km/h,RAFFICA km/h,PRESSIONESLM mb,PRESSIONEMEDIA mb,PIOGGIA mm,FENOMENI,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Verona,6/2/2007,"""1,8""","""-4""","""5""","""1,7""","""99""","""1""","""2""","""8""","""0""","""1012""","""0""","""2""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,Verona,7/2/2007,"""5,1""","""3,6""","""6,6""","""5,1""","""100""","""1""","""3""","""5""","""0""","""1004""","""0""","""0,8""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,Verona,8/2/2007,"""6,2""","""5""","""7,4""","""6,1""","""99""","""1""","""2""","""8""","""0""","""1005""","""0""","""0,5""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,Verona,9/2/2007,"""7""","""4""","""12,6""","""6,1""","""94""","""5""","""4""","""11""","""0""","""1005""","""0""","""6,1""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,Verona,10/2/2007,"""7,4""","""3""","""12,2""","""6,7""","""95""","""4""","""4""","""9""","""0""","""1011""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,Verona,11/2/2007,"""6,6""","""-0,4""","""13,6""","""4,6""","""87""","""5""","""4""","""13""","""0""","""1010""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,Verona,12/2/2007,"""6,2""","""2""","""10,2""","""5,4""","""95""","""5""","""8""","""24""","""0""","""1010""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,Verona,13/2/2007,"""8,7""","""3""","""17,1""","""3,1""","""68""","""9""","""15""","""29""","""54""","""1000""","""0""","""10,9""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,Verona,14/2/2007,"""5,4""","""2""","""9,6""","""4,9""","""97""","""4""","""5""","""13""","""0""","""1013""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,Verona,15/2/2007,"""8,1""","""4""","""13,4""","""5,7""","""85""","""5""","""5""","""13""","""0""","""1012""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,Verona,16/2/2007,"""6,8""","""-0,4""","""14""","""3,5""","""79""","""6""","""9""","""21""","""0""","""1020""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,Verona,17/2/2007,"""6,7""","""0,8""","""12,6""","""1,7""","""70""","""10""","""5""","""13""","""0""","""1024""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,Verona,18/2/2007,"""6,9""","""3""","""11,2""","""0,5""","""64""","""11""","""9""","""22""","""0""","""1024""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,Verona,19/2/2007,"""4,6""","""-2""","""12,2""","""1,2""","""79""","""6""","""4""","""9""","""0""","""1017""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,Verona,20/2/2007,"""6,8""","""-0,4""","""15""","""2,2""","""72""","""6""","""5""","""17""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Verona,21/2/2007,"""10""","""6,8""","""15,2""","""6,3""","""78""","""4""","""3""","""11""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,Verona,22/2/2007,"""9,6""","""5""","""14,8""","""7,4""","""86""","""3""","""5""","""13""","""0""","""1016""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,Verona,23/2/2007,"""8,8""","""2,8""","""15,3""","""6,4""","""85""","""3""","""4""","""11""","""0""","""1014""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Verona,24/2/2007,"""10,3""","""6,8""","""15""","""8,1""","""86""","""3""","""6""","""11""","""0""","""1014""","""0""","""0,5""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,Verona,25/2/2007,"""8,7""","""7""","""11,4""","""8,3""","""97""","""2""","""7""","""22""","""0""","""1013""","""0""","""0,5""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Verona,26/2/2007,"""9,5""","""5""","""15,2""","""6,8""","""83""","""7""","""8""","""17""","""0""","""1005""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,Verona,27/2/2007,"""8,4""","""-0,3""","""17,1""","""1,2""","""60""","""7""","""6""","""17""","""0""","""1010""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,Verona,28/2/2007,"""6,7""","""2""","""13,2""","""4,8""","""88""","""6""","""5""","""11""","""0""","""1012""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,Verona,1/3/2007,"""8,4""","""2,8""","""14,8""","""5,7""","""83""","""4""","""4""","""9""","""0""","""1009""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,Verona,2/3/2007,"""11,1""","""4""","""18,2""","""7,1""","""76""","""4""","""10""","""26""","""0""","""1005""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,Verona,3/3/2007,"""11,9""","""6""","""18,2""","""6,5""","""69""","""8""","""9""","""21""","""0""","""1010""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,Verona,4/3/2007,"""11,9""","""4,6""","""19,4""","""2,4""","""52""","""9""","""10""","""15""","""0""","""1016""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,Verona,5/3/2007,"""11,8""","""2,8""","""19,4""","""3,2""","""56""","""11""","""6""","""15""","""0""","""1021""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,Verona,6/3/2007,"""11,3""","""7""","""15""","""7,1""","""75""","""8""","""8""","""26""","""0""","""1024""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,Verona,7/3/2007,"""11,3""","""9,8""","""14,2""","""10,7""","""96""","""7""","""11""","""26""","""0""","""1014""","""0""","""0,5""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,Verona,8/3/2007,"""11,5""","""9""","""16,2""","""8,8""","""83""","""8""","""5""","""13""","""0""","""1007""","""0""","""7,1""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,Verona,9/3/2007,"""11,3""","""5""","""17""","""5,7""","""68""","""10""","""6""","""11""","""0""","""1021""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,Verona,10/3/2007,"""11,4""","""6,6""","""15,2""","""0,6""","""47""","""10""","""9""","""18""","""0""","""1022""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,Verona,11/3/2007,"""10,3""","""4""","""16,2""","""-5,2""","""33""","""10""","""12""","""28""","""0""","""1029""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,Verona,12/3/2007,"""9,8""","""2,4""","""17,4""","""-0,6""","""48""","""10""","""4""","""9""","""0""","""1030""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,Verona,13/3/2007,"""11,9""","""3,8""","""20,4""","""0,1""","""44""","""10""","""4""","""11""","""0""","""1026""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,Verona,14/3/2007,"""12,8""","""4""","""21,2""","""3,5""","""53""","""10""","""4""","""11""","""0""","""1025""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,Verona,15/3/2007,"""13,2""","""5,4""","""20,4""","""6,7""","""65""","""10""","""5""","""13""","""0""","""1027""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,Verona,16/3/2007,"""12,7""","""5,2""","""20""","""7""","""68""","""6""","""5""","""11""","""0""","""1024""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,Verona,17/3/2007,"""13,8""","""7""","""20,6""","""7,6""","""66""","""4""","""8""","""18""","""0""","""1022""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,Verona,18/3/2007,"""13,2""","""6""","""19""","""7,4""","""68""","""5""","""11""","""28""","""0""","""1014""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,Verona,19/3/2007,"""9,9""","""4""","""16""","""6,7""","""80""","""11""","""16""","""39""","""55""","""993""","""0""","""0,5""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,Verona,20/3/2007,"""4,6""","""2""","""8""","""2,2""","""84""","""10""","""15""","""41""","""67""","""985""","""0""","""9,1""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,Verona,21/3/2007,"""5,4""","""-0,2""","""12,6""","""-0,7""","""65""","""11""","""7""","""18""","""50""","""994""","""0""","""2""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,Verona,22/3/2007,"""5,9""","""0""","""11,8""","""-2,1""","""56""","""11""","""5""","""9""","""0""","""1005""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Verona,23/3/2007,"""6,6""","""2,6""","""11,2""","""-1,7""","""55""","""11""","""8""","""17""","""0""","""1007""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,Verona,24/3/2007,"""7,4""","""2,4""","""12,4""","""1,6""","""67""","""10""","""21""","""39""","""55""","""1001""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,Verona,25/3/2007,"""8,1""","""5""","""11""","""6,7""","""91""","""11""","""30""","""47""","""68""","""1009""","""0""","""8,9""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,Verona,26/3/2007,"""10,1""","""6""","""15,2""","""6,8""","""80""","""9""","""11""","""44""","""54""","""1016""","""0""","""13""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,Verona,27/3/2007,"""9,1""","""5""","""14""","""2,2""","""62""","""11""","""11""","""34""","""59""","""1019""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,Verona,28/3/2007,"""9,3""","""3,8""","""14,6""","""2""","""60""","""11""","""7""","""15""","""0""","""1018""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,Verona,29/3/2007,"""9,2""","""2""","""15,2""","""4,1""","""70""","""11""","""7""","""11""","""0""","""1018""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,Verona,30/3/2007,"""7,8""","""6""","""9""","""7,7""","""99""","""5""","""3""","""8""","""0""","""1016""","""0""","""13""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Verona,31/3/2007,"""9,8""","""6""","""14,1""","""7,2""","""84""","""8""","""6""","""17""","""0""","""1012""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,Verona,1/4/2007,"""11""","""8,7""","""14,4""","""8,6""","""85""","""9""","""5""","""9""","""0""","""1021""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,Verona,2/4/2007,"""13,1""","""7""","""19""","""7,3""","""68""","""9""","""4""","""9""","""0""","""1027""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,Verona,3/4/2007,"""12,6""","""5""","""19,4""","""7,3""","""70""","""10""","""5""","""15""","""0""","""1017""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Verona,4/4/2007,"""12,5""","""8""","""18,2""","""6,4""","""66""","""11""","""19""","""35""","""52""","""1005""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Verona,5/4/2007,"""11,6""","""4,8""","""17,6""","""4,7""","""63""","""10""","""7""","""15""","""0""","""1012""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,Verona,6/4/2007,"""13,4""","""4,8""","""20,4""","""4,8""","""56""","""8""","""7""","""13""","""0""","""1017""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,Verona,7/4/2007,"""14,6""","""5,4""","""22,4""","""4,8""","""52""","""9""","""6""","""11""","""0""","""1019""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,Verona,8/4/2007,"""15,1""","""9,8""","""21,2""","""7,7""","""61""","""11""","""5""","""22""","""0""","""1018""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,Verona,9/4/2007,"""14,8""","""7,6""","""23""","""8,6""","""66""","""10""","""6""","""15""","""0""","""1020""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,Verona,10/4/2007,"""15,3""","""6,8""","""23,4""","""9,4""","""68""","""9""","""4""","""9""","""0""","""1018""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,Verona,11/4/2007,"""16,6""","""7,4""","""24,6""","""10,3""","""66""","""6""","""4""","""8""","""0""","""1020""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,Verona,12/4/2007,"""17,2""","""9,8""","""24,4""","""11,5""","""69""","""7""","""8""","""15""","""0""","""1021""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,Verona,13/4/2007,"""17,5""","""9,2""","""25""","""9,6""","""60""","""10""","""8""","""22""","""0""","""1022""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,Verona,14/4/2007,"""17,9""","""9""","""26,4""","""8,8""","""55""","""10""","""13""","""34""","""0""","""1021""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,Verona,15/4/2007,"""18,9""","""10""","""27""","""7,4""","""47""","""10""","""12""","""26""","""0""","""1021""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,Verona,16/4/2007,"""18,9""","""10,4""","""25,8""","""6,7""","""45""","""10""","""11""","""28""","""0""","""1019""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,Verona,17/4/2007,"""17,9""","""10,6""","""24,2""","""6,2""","""46""","""11""","""7""","""15""","""0""","""1019""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,Verona,18/4/2007,"""17,8""","""10""","""26,2""","""10,8""","""64""","""10""","""6""","""21""","""0""","""1017""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,Verona,19/4/2007,"""16""","""10""","""21""","""9,3""","""64""","""11""","""13""","""29""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,Verona,20/4/2007,"""16,2""","""7,8""","""23,6""","""10,3""","""68""","""10""","""5""","""15""","""0""","""1017""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,Verona,21/4/2007,"""17""","""9,6""","""23,6""","""10,8""","""67""","""8""","""6""","""13""","""35""","""1017""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,Verona,22/4/2007,"""18,5""","""10,4""","""26,2""","""11,6""","""64""","""7""","""5""","""11""","""0""","""1019""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,Verona,23/4/2007,"""19,8""","""10""","""27,6""","""12,8""","""64""","""7""","""6""","""13""","""0""","""1023""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,Verona,24/4/2007,"""21,3""","""13,8""","""28,6""","""14,1""","""64""","""6""","""5""","""17""","""0""","""1020""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,Verona,25/4/2007,"""21,3""","""17""","""26""","""10,9""","""51""","""11""","""11""","""22""","""0""","""1016""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,Verona,26/4/2007,"""19,4""","""12""","""25""","""7,8""","""47""","""11""","""15""","""28""","""42""","""1017""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,Verona,27/4/2007,"""18,4""","""9,8""","""26,2""","""8,4""","""52""","""10""","""7""","""18""","""0""","""1021""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,Verona,28/4/2007,"""18,8""","""9""","""26,6""","""7,6""","""48""","""10""","""6""","""11""","""0""","""1022""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,Verona,29/4/2007,"""20,4""","""12""","""28""","""8""","""45""","""10""","""7""","""15""","""0""","""1018""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,Verona,30/4/2007,"""18,6""","""12""","""25,8""","""12""","""65""","""11""","""12""","""28""","""0""","""1011""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,Verona,1/5/2007,"""18,8""","""14,6""","""25""","""12,8""","""68""","""11""","""8""","""22""","""0""","""1011""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,Verona,2/5/2007,"""14,5""","""11""","""18,2""","""12""","""85""","""11""","""17""","""34""","""52""","""1012""","""0""","""7,1""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,Verona,3/5/2007,"""15,5""","""10,6""","""20""","""12,2""","""81""","""10""","""6""","""13""","""0""","""1015""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,Verona,4/5/2007,"""13,6""","""12""","""16""","""13,2""","""97""","""8""","""16""","""34""","""0""","""1011""","""0""","""11,4""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,Verona,5/5/2007,"""14,6""","""11""","""18,8""","""12,9""","""90""","""11""","""4""","""11""","""0""","""1006""","""0""","""2""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,Verona,6/5/2007,"""16,3""","""8,8""","""22,6""","""12""","""76""","""10""","""4""","""13""","""0""","""1009""","""0""","""0,5""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,Verona,7/5/2007,"""18,3""","""9,4""","""26,2""","""9,5""","""56""","""11""","""7""","""15""","""0""","""1013""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,Verona,8/5/2007,"""21""","""11""","""29,2""","""10,5""","""51""","""10""","""12""","""26""","""44""","""1014""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,Verona,9/5/2007,"""22,7""","""14""","""31""","""12,1""","""51""","""9""","""12""","""24""","""0""","""1011""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,Verona,10/5/2007,"""22,4""","""14,2""","""29,4""","""14,3""","""60""","""8""","""5""","""9""","""0""","""1014""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Verona,11/5/2007,"""21""","""14""","""27,4""","""14,4""","""66""","""8""","""9""","""18""","""0""","""1014""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,Verona,12/5/2007,"""21,7""","""14""","""28,3""","""15,1""","""66""","""8""","""6""","""17""","""0""","""1010""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,Verona,13/5/2007,"""23,3""","""16,6""","""29,6""","""13,3""","""53""","""11""","""6""","""15""","""0""","""1014""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,Verona,14/5/2007,"""22,8""","""15,9""","""29,4""","""13,8""","""57""","""11""","""11""","""29""","""0""","""1014""","""0""","""0""","""temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,Verona,15/5/2007,"""18,4""","""14,8""","""23""","""7,6""","""49""","""11""","""15""","""34""","""55""","""1010""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,Verona,16/5/2007,"""17,7""","""11""","""23,8""","""6,1""","""46""","""11""","""10""","""22""","""0""","""1012""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,Verona,17/5/2007,"""18""","""12""","""25""","""10,1""","""60""","""11""","""7""","""17""","""0""","""1012""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,Verona,18/5/2007,"""18,9""","""12,4""","""25""","""7,9""","""49""","""11""","""9""","""15""","""0""","""1010""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,Verona,19/5/2007,"""19,1""","""10""","""25,4""","""8,1""","""49""","""10""","""7""","""13""","""0""","""1014""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Verona,20/5/2007,"""21,6""","""12,4""","""29""","""10,1""","""48""","""10""","""6""","""11""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Verona,21/5/2007,"""23,8""","""15""","""31,4""","""12,8""","""50""","""10""","""5""","""9""","""0""","""1016""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,Verona,22/5/2007,"""25,9""","""17,2""","""34,8""","""15,9""","""54""","""11""","""7""","""15""","""0""","""1015""","""0""","""0""","""temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,Verona,23/5/2007,"""27,4""","""19,6""","""33,2""","""14,6""","""46""","""11""","""10""","""17""","""0""","""1013""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Verona,24/5/2007,"""26,2""","""18""","""33,4""","""16,2""","""54""","""11""","""5""","""9""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,Verona,25/5/2007,"""25,8""","""18,4""","""32,8""","""18,4""","""64""","""11""","""6""","""15""","""0""","""1013""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,Verona,26/5/2007,"""23,7""","""18,2""","""30""","""18,1""","""71""","""11""","""7""","""21""","""0""","""1009""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,Verona,27/5/2007,"""20,4""","""17""","""27""","""17,1""","""81""","""11""","""9""","""31""","""0""","""1006""","""0""","""1""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,Verona,28/5/2007,"""14,8""","""11""","""24,2""","""13,7""","""93""","""9""","""11""","""42""","""85""","""997""","""0""","""30""","""pioggia temporale nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,Verona,29/5/2007,"""14,1""","""10,4""","""18""","""10,1""","""77""","""10""","""12""","""26""","""35""","""995""","""0""","""5,1""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,Verona,30/5/2007,"""18,5""","""11""","""23,4""","""5,4""","""42""","""11""","""10""","""18""","""0""","""1006""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,Verona,31/5/2007,"""18,9""","""11""","""24,6""","""11,4""","""62""","""11""","""7""","""22""","""0""","""1013""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,Verona,1/6/2007,"""17,1""","""13""","""21,4""","""14,9""","""87""","""11""","""14""","""29""","""0""","""1014""","""0""","""36,6""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,Verona,2/6/2007,"""16,2""","""12,8""","""21""","""15,2""","""94""","""11""","""7""","""13""","""0""","""1014""","""0""","""16""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,Verona,3/6/2007,"""20,9""","""15""","""27,8""","""15""","""69""","""11""","""8""","""21""","""0""","""1017""","""0""","""0,5""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,Verona,4/6/2007,"""21,8""","""15,4""","""29,2""","""16,9""","""74""","""11""","""5""","""15""","""0""","""1017""","""0""","""0,5""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,Verona,5/6/2007,"""22,3""","""17,8""","""28,4""","""17,3""","""73""","""11""","""7""","""21""","""37""","""1015""","""0""","""1""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,Verona,6/6/2007,"""20,4""","""18,4""","""23,2""","""19,6""","""95""","""10""","""7""","""26""","""0""","""1012""","""0""","""0,8""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,Verona,7/6/2007,"""20,1""","""17""","""24,8""","""17,8""","""87""","""10""","""11""","""26""","""31""","""1013""","""0""","""6,1""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,Verona,8/6/2007,"""22,1""","""16,4""","""28,4""","""17,4""","""75""","""10""","""6""","""13""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,Verona,9/6/2007,"""24,8""","""17""","""31""","""14,9""","""54""","""11""","""5""","""11""","""0""","""1017""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,Verona,10/6/2007,"""25,7""","""19,8""","""31,4""","""17,3""","""60""","""11""","""5""","""17""","""0""","""1016""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,Verona,11/6/2007,"""22,9""","""18""","""29""","""20,2""","""85""","""9""","""7""","""22""","""68""","""1013""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,Verona,12/6/2007,"""21,6""","""17,6""","""27,6""","""19,4""","""87""","""8""","""6""","""15""","""0""","""1012""","""0""","""5,8""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,Verona,13/6/2007,"""23,4""","""18""","""30""","""18,2""","""73""","""8""","""5""","""9""","""0""","""1010""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,Verona,14/6/2007,"""24,9""","""19""","""30,4""","""19,1""","""70""","""11""","""5""","""11""","""0""","""1011""","""0""","""1""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,Verona,15/6/2007,"""23,6""","""19""","""29""","""20""","""80""","""9""","""6""","""22""","""0""","""1010""","""0""","""0,5""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,Verona,16/6/2007,"""22,9""","""16,8""","""29,4""","""15,9""","""65""","""10""","""8""","""24""","""0""","""1008""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
